user_id,product_id,rating
28,187,4
28,190,5
28,197,3
28,199,3
29,30,4
29,35,2
29,52,3
29,72,2
29,75,5
29,86,2
29,87,4
29,101,3
29,110,4
29,113,4
29,116,3
29,124,5
29,132,5
29,133,4
29,140,4
29,151,4
29,173,5
29,187,2
29,195,4
29,196,4
30,2,3
30,12,5
30,15,5
30,19,4
30,22,4
30,24,4
30,28,4
30,55,3
30,106,3
30,111,4
30,125,2
30,129,4
30,131,4
30,165,4
31,15,4
31,27,2
31,41,1
31,43,5
31,58,3
31,75,2
31,82,4
31,85,4
31,115,1
31,124,3
31,147,3
31,159,4
31,171,4
31,188,5
31,195,3
31,200,3
32,25,3
32,41,2
32,52,3
32,71,5
32,76,4
32,85,4
32,86,4
32,88,1
32,111,4
32,119,2
32,120,4
32,148,3
32,159,4
32,160,5
32,167,3
32,175,5
32,189,3
33,23,4
33,25,3
33,28,5
33,47,4
33,71,4
33,78,3
33,81,5
33,87,4
33,97,5
33,130,4
33,132,2
33,135,3
33,157,2
33,169,1
33,196,3
34,7,3
34,32,4
34,43,4
34,46,3
34,52,3
34,66,5
34,70,1
34,79,4
34,103,2
34,110,4
34,111,5
34,179,3
34,183,5
34,187,4
34,198,5
35,2,2
35,15,4
35,46,3
35,71,4
35,76,4
35,79,5
35,87,5
35,98,2
35,124,4
35,130,4
35,156,2
35,160,5
35,166,3
35,193,4
35,196,4
36,28,3
36,32,5
36,47,3
36,62,5
36,73,3
36,79,3
36,96,5
36,109,5
36,125,4
36,131,3
36,147,4
36,161,4
36,175,4
36,198,4
37,4,5
37,5,4
37,22,4
37,34,2
37,64,2
37,75,2
37,78,4
37,89,4
37,91,4
37,103,1
37,112,4
37,116,1
37,135,5
37,158,5
37,169,5
37,170,3
37,185,4
37,189,4
37,194,5
37,199,4
37,200,5
38,62,1
38,76,3
38,92,5
38,94,1
38,125,1
38,128,3
38,153,3
38,160,3
38,175,3
38,176,3
38,177,4
38,196,3
39,16,5
39,21,4
39,27,4
39,37,3
39,40,4
39,41,3
39,44,5
39,59,5
39,77,4
39,78,4
39,93,1
39,104,4
39,107,4
39,111,3
39,121,3
39,155,3
39,163,5
39,166,2
39,177,4
39,181,4
39,191,5
39,194,3
40,16,4
40,22,3
40,25,3
40,42,4
40,52,4
40,67,3
40,75,3
40,104,3
40,126,5
40,156,5
40,177,5
40,183,3
41,1,3
41,17,3
41,20,4
41,29,4
41,55,5
41,65,5
41,75,4
41,78,4
41,95,5
41,129,2
41,150,3
41,153,4
41,164,4
41,169,3
41,183,5
42,4,4
42,10,3
42,22,4
42,32,4
42,64,5
42,65,4
42,69,4
42,71,4
42,76,3
42,79,4
42,87,5
42,93,4
42,102,5
42,139,3
42,147,3
42,156,5
42,158,5
42,168,4
42,169,4
42,175,5
42,198,4
43,8,1
43,11,2
43,15,3
43,38,5
43,68,4
43,69,3
43,79,4
43,82,3
43,88,3
43,92,5
43,126,4
43,128,1
43,143,4
43,146,4
43,148,3
43,153,4
43,163,4
43,167,4
43,169,5
43,186,3
43,187,3
44,16,4
44,26,4
44,27,4
44,35,3
44,44,2
44,55,3
44,66,2
44,71,4
44,80,1
44,100,4
44,104,3
44,156,3
44,164,2
44,169,4
44,184,4
45,2,4
45,14,4
45,21,5
45,36,5
45,39,2
45,40,3
45,49,4
45,51,5
45,52,4
45,56,2
45,58,3
45,62,4
45,89,5
45,91,5
45,120,1
45,127,4
45,133,2
45,161,3
45,166,3
45,195,4
45,197,5
46,16,5
46,21,5
46,23,3
46,26,3
46,38,4
46,48,2
46,65,4
46,92,3
46,97,5
46,100,3
46,102,3
46,106,4
46,109,4
46,140,4
46,173,5
46,187,4
46,195,3
47,2,5
47,22,5
47,36,2
47,40,1
47,41,4
47,47,3
47,82,2
47,87,4
47,135,4
47,137,2
47,144,3
47,148,3
47,155,2
47,161,2
47,165,4
47,183,4
47,187,4
47,193,5
47,196,3
48,11,3
48,18,3
48,30,5
48,48,4
48,63,5
48,80,1
48,91,5
48,120,3
48,139,4
48,155,5
48,160,4
48,165,4
48,169,4
48,186,5
49,22,4
49,31,5
49,65,3
49,68,4
49,79,4
49,90,5
49,98,1
49,105,4
49,109,2
49,146,4
49,147,3
49,149,3
49,189,4
50,27,4
50,41,4
50,55,5
50,92,3
50,114,5
50,135,4
50,143,2
50,154,5
50,157,3
50,165,4
50,171,2
50,173,4
50,175,3
50,181,4
50,192,4
